code	date	type	gender	0_to_5	6_to_17	18_to_64	65_to_84	85+
E12000007	2020-04-12 00:00:00	TotalPositive	Female	52.0	66.0	5320.0	2342.0	1225.0
E12000002	2020-04-12 00:00:00	TotalPositive	Female	23.0	41.0	3586.0	1574.0	939.0
E12000008	2020-04-12 00:00:00	TotalPositive	Female	26.0	64.0	3119.0	1139.0	971.0
E12000006	2020-04-12 00:00:00	TotalPositive	Female	18.0	21.0	1528.0	845.0	550.0
E12000009	2020-04-12 00:00:00	TotalPositive	Female	5.0	18.0	813.0	500.0	407.0
E92000001	2020-04-12 00:00:00	TotalPositive	Female	190.0	303.0	21198.0	9690.0	6020.0
E12000008	2020-04-13 00:00:00	TotalPositive	Female	32.0	67.0	3366.0	1195.0	1015.0
E12000007	2020-04-13 00:00:00	TotalPositive	Female	53.0	67.0	5500.0	2403.0	1287.0
E92000001	2020-04-13 00:00:00	TotalPositive	Female	200.0	314.0	22482.0	10032.0	6284.0
E12000009	2020-04-13 00:00:00	TotalPositive	Female	6.0	19.0	894.0	511.0	420.0
E12000002	2020-04-13 00:00:00	TotalPositive	Female	23.0	41.0	3824.0	1641.0	990.0
E12000006	2020-04-13 00:00:00	TotalPositive	Female	19.0	22.0	1626.0	872.0	580.0
E12000007	2020-04-14 00:00:00	TotalPositive	Female	55.0	70.0	5717.0	2471.0	1344.0
E12000006	2020-04-14 00:00:00	TotalPositive	Female	19.0	22.0	1738.0	907.0	598.0
E12000009	2020-04-14 00:00:00	TotalPositive	Female	6.0	20.0	971.0	530.0	433.0
E12000002	2020-04-14 00:00:00	TotalPositive	Female	25.0	43.0	4081.0	1712.0	1045.0
E92000001	2020-04-14 00:00:00	TotalPositive	Female	208.0	332.0	23857.0	10397.0	6571.0
E12000008	2020-04-14 00:00:00	TotalPositive	Female	32.0	74.0	3620.0	1230.0	1060.0
E92000001	2020-04-15 00:00:00	TotalPositive	Female	215.0	351.0	25613.0	10775.0	6901.0
E12000006	2020-04-15 00:00:00	TotalPositive	Female	19.0	23.0	1864.0	932.0	620.0
E12000007	2020-04-15 00:00:00	TotalPositive	Female	56.0	72.0	5958.0	2539.0	1397.0
E12000008	2020-04-15 00:00:00	TotalPositive	Female	36.0	79.0	3914.0	1298.0	1100.0
E12000002	2020-04-15 00:00:00	TotalPositive	Female	25.0	45.0	4371.0	1776.0	1102.0
E12000009	2020-04-15 00:00:00	TotalPositive	Female	6.0	20.0	1053.0	542.0	459.0
E12000007	2020-04-16 00:00:00	TotalPositive	Female	58.0	74.0	6150.0	2601.0	1452.0
E92000001	2020-04-16 00:00:00	TotalPositive	Female	221.0	370.0	27487.0	11161.0	7267.0
E12000008	2020-04-16 00:00:00	TotalPositive	Female	36.0	86.0	4176.0	1349.0	1162.0
E12000009	2020-04-16 00:00:00	TotalPositive	Female	6.0	21.0	1154.0	569.0	490.0
E12000006	2020-04-16 00:00:00	TotalPositive	Female	19.0	23.0	2014.0	962.0	646.0
E12000002	2020-04-16 00:00:00	TotalPositive	Female	26.0	49.0	4706.0	1857.0	1175.0
E12000009	2020-04-17 00:00:00	TotalPositive	Female	7.0	22.0	1235.0	600.0	515.0
E12000008	2020-04-17 00:00:00	TotalPositive	Female	39.0	94.0	4462.0	1407.0	1246.0
E92000001	2020-04-17 00:00:00	TotalPositive	Female	229.0	399.0	29176.0	11530.0	7643.0
E12000006	2020-04-17 00:00:00	TotalPositive	Female	20.0	25.0	2179.0	1001.0	670.0
E12000002	2020-04-17 00:00:00	TotalPositive	Female	26.0	51.0	4951.0	1923.0	1230.0
E12000007	2020-04-17 00:00:00	TotalPositive	Female	59.0	79.0	6401.0	2640.0	1481.0
E12000006	2020-04-18 00:00:00	TotalPositive	Female	21.0	29.0	2306.0	1031.0	714.0
E92000001	2020-04-18 00:00:00	TotalPositive	Female	236.0	424.0	31123.0	11875.0	7950.0
E12000007	2020-04-18 00:00:00	TotalPositive	Female	61.0	82.0	6575.0	2680.0	1500.0
E12000008	2020-04-18 00:00:00	TotalPositive	Female	40.0	98.0	4722.0	1445.0	1278.0
E12000002	2020-04-18 00:00:00	TotalPositive	Female	26.0	54.0	5417.0	1979.0	1274.0
E12000009	2020-04-18 00:00:00	TotalPositive	Female	8.0	25.0	1300.0	615.0	536.0
E12000002	2020-04-19 00:00:00	TotalPositive	Female	26.0	57.0	5728.0	2026.0	1320.0
E12000009	2020-04-19 00:00:00	TotalPositive	Female	8.0	26.0	1391.0	633.0	551.0
E12000008	2020-04-19 00:00:00	TotalPositive	Female	43.0	102.0	4913.0	1481.0	1320.0
E92000001	2020-04-19 00:00:00	TotalPositive	Female	242.0	447.0	32777.0	12154.0	8210.0
E12000006	2020-04-19 00:00:00	TotalPositive	Female	21.0	32.0	2462.0	1053.0	738.0
E12000007	2020-04-19 00:00:00	TotalPositive	Female	61.0	82.0	6732.0	2719.0	1529.0
E12000008	2020-04-20 00:00:00	TotalPositive	Female	43.0	105.0	5133.0	1524.0	1353.0
E12000007	2020-04-20 00:00:00	TotalPositive	Female	62.0	86.0	6890.0	2758.0	1568.0
E12000002	2020-04-20 00:00:00	TotalPositive	Female	26.0	58.0	6025.0	2088.0	1407.0
E12000009	2020-04-20 00:00:00	TotalPositive	Female	10.0	26.0	1463.0	643.0	578.0
E12000006	2020-04-20 00:00:00	TotalPositive	Female	22.0	33.0	2606.0	1084.0	777.0
E92000001	2020-04-20 00:00:00	TotalPositive	Female	247.0	464.0	34260.0	12497.0	8627.0
E12000008	2020-04-21 00:00:00	TotalPositive	Female	43.0	111.0	5412.0	1572.0	1400.0
E12000007	2020-04-21 00:00:00	TotalPositive	Female	64.0	90.0	7078.0	2803.0	1606.0
E92000001	2020-04-21 00:00:00	TotalPositive	Female	251.0	488.0	35955.0	12853.0	9010.0
E12000009	2020-04-21 00:00:00	TotalPositive	Female	10.0	29.0	1566.0	660.0	597.0
E12000002	2020-04-21 00:00:00	TotalPositive	Female	26.0	59.0	6313.0	2153.0	1492.0
E12000006	2020-04-21 00:00:00	TotalPositive	Female	22.0	35.0	2780.0	1124.0	819.0
E12000006	2020-04-22 00:00:00	TotalPositive	Female	22.0	38.0	3023.0	1155.0	863.0
E12000009	2020-04-22 00:00:00	TotalPositive	Female	11.0	31.0	1709.0	678.0	620.0
E12000002	2020-04-22 00:00:00	TotalPositive	Female	27.0	68.0	6767.0	2224.0	1564.0
E12000007	2020-04-22 00:00:00	TotalPositive	Female	65.0	95.0	7233.0	2830.0	1647.0
E12000008	2020-04-22 00:00:00	TotalPositive	Female	43.0	115.0	5745.0	1618.0	1456.0
E92000001	2020-04-22 00:00:00	TotalPositive	Female	254.0	520.0	38256.0	13203.0	9411.0
E12000007	2020-04-23 00:00:00	TotalPositive	Female	67.0	100.0	7431.0	2867.0	1695.0
E12000006	2020-04-23 00:00:00	TotalPositive	Female	22.0	42.0	3222.0	1191.0	915.0
E12000008	2020-04-23 00:00:00	TotalPositive	Female	44.0	121.0	6049.0	1672.0	1516.0
E92000001	2020-04-23 00:00:00	TotalPositive	Female	263.0	564.0	40258.0	13575.0	9854.0
E12000002	2020-04-23 00:00:00	TotalPositive	Female	27.0	76.0	7153.0	2298.0	1651.0
E12000009	2020-04-23 00:00:00	TotalPositive	Female	12.0	36.0	1833.0	701.0	651.0
E12000007	2020-04-24 00:00:00	TotalPositive	Female	67.0	105.0	7581.0	2904.0	1723.0
E12000009	2020-04-24 00:00:00	TotalPositive	Female	13.0	38.0	1957.0	717.0	663.0
E12000002	2020-04-24 00:00:00	TotalPositive	Female	29.0	82.0	7484.0	2374.0	1723.0
E12000008	2020-04-24 00:00:00	TotalPositive	Female	46.0	126.0	6322.0	1734.0	1573.0
E92000001	2020-04-24 00:00:00	TotalPositive	Female	269.0	603.0	42061.0	13991.0	10273.0
E12000006	2020-04-24 00:00:00	TotalPositive	Female	23.0	51.0	3416.0	1229.0	946.0
E12000002	2020-04-25 00:00:00	TotalPositive	Female	30.0	85.0	7718.0	2425.0	1776.0
E12000007	2020-04-25 00:00:00	TotalPositive	Female	67.0	109.0	7702.0	2928.0	1754.0
E92000001	2020-04-25 00:00:00	TotalPositive	Female	270.0	628.0	43489.0	14236.0	10596.0
E12000006	2020-04-25 00:00:00	TotalPositive	Female	23.0	55.0	3571.0	1252.0	980.0
E12000009	2020-04-25 00:00:00	TotalPositive	Female	13.0	40.0	2055.0	730.0	676.0
E12000008	2020-04-25 00:00:00	TotalPositive	Female	46.0	129.0	6573.0	1766.0	1620.0
E12000009	2020-04-26 00:00:00	TotalPositive	Female	13.0	42.0	2189.0	740.0	686.0
E92000001	2020-04-26 00:00:00	TotalPositive	Female	273.0	650.0	44777.0	14461.0	10811.0
E12000002	2020-04-26 00:00:00	TotalPositive	Female	31.0	88.0	7893.0	2463.0	1805.0
E12000008	2020-04-26 00:00:00	TotalPositive	Female	46.0	132.0	6784.0	1800.0	1641.0
E12000006	2020-04-26 00:00:00	TotalPositive	Female	24.0	59.0	3732.0	1277.0	1002.0
E12000007	2020-04-26 00:00:00	TotalPositive	Female	67.0	112.0	7824.0	2946.0	1762.0
E92000001	2020-04-27 00:00:00	TotalPositive	Female	276.0	678.0	46301.0	14817.0	11225.0
E12000006	2020-04-27 00:00:00	TotalPositive	Female	26.0	62.0	3933.0	1310.0	1056.0
E12000009	2020-04-27 00:00:00	TotalPositive	Female	13.0	45.0	2312.0	765.0	722.0
E12000002	2020-04-27 00:00:00	TotalPositive	Female	31.0	90.0	8119.0	2517.0	1871.0
E12000007	2020-04-27 00:00:00	TotalPositive	Female	67.0	120.0	7976.0	2977.0	1784.0
E12000008	2020-04-27 00:00:00	TotalPositive	Female	46.0	137.0	7020.0	1845.0	1692.0
E92000001	2020-04-28 00:00:00	TotalPositive	Female	287.0	712.0	47895.0	15152.0	11606.0
E12000008	2020-04-28 00:00:00	TotalPositive	Female	46.0	142.0	7288.0	1894.0	1765.0
E12000007	2020-04-28 00:00:00	TotalPositive	Female	70.0	124.0	8098.0	3005.0	1800.0
E12000009	2020-04-28 00:00:00	TotalPositive	Female	13.0	47.0	2436.0	781.0	747.0
E12000002	2020-04-28 00:00:00	TotalPositive	Female	33.0	99.0	8406.0	2575.0	1938.0
E12000006	2020-04-28 00:00:00	TotalPositive	Female	26.0	66.0	4109.0	1342.0	1099.0
E12000006	2020-04-29 00:00:00	TotalPositive	Female	29.0	69.0	4307.0	1379.0	1131.0
E12000007	2020-04-29 00:00:00	TotalPositive	Female	72.0	126.0	8275.0	3046.0	1838.0
E12000009	2020-04-29 00:00:00	TotalPositive	Female	14.0	51.0	2573.0	803.0	787.0
E92000001	2020-04-29 00:00:00	TotalPositive	Female	296.0	743.0	49919.0	15525.0	12040.0
E12000008	2020-04-29 00:00:00	TotalPositive	Female	48.0	147.0	7597.0	1944.0	1817.0
E12000002	2020-04-29 00:00:00	TotalPositive	Female	33.0	100.0	8760.0	2627.0	2027.0
E12000006	2020-04-30 00:00:00	TotalPositive	Female	31.0	72.0	4468.0	1426.0	1164.0
E12000009	2020-04-30 00:00:00	TotalPositive	Female	14.0	53.0	2676.0	824.0	808.0
E12000007	2020-04-30 00:00:00	TotalPositive	Female	72.0	126.0	8426.0	3085.0	1888.0
E12000008	2020-04-30 00:00:00	TotalPositive	Female	49.0	154.0	7857.0	1999.0	1919.0
E92000001	2020-04-30 00:00:00	TotalPositive	Female	303.0	775.0	51690.0	15931.0	12512.0
E12000002	2020-04-30 00:00:00	TotalPositive	Female	34.0	107.0	9073.0	2713.0	2119.0
E12000008	2020-05-01 00:00:00	TotalPositive	Female	50.0	160.0	8068.0	2056.0	1993.0
E12000007	2020-05-01 00:00:00	TotalPositive	Female	72.0	130.0	8562.0	3112.0	1925.0
E92000001	2020-05-01 00:00:00	TotalPositive	Female	306.0	811.0	53383.0	16302.0	12956.0
E12000009	2020-05-01 00:00:00	TotalPositive	Female	14.0	55.0	2771.0	851.0	837.0
E12000002	2020-05-01 00:00:00	TotalPositive	Female	35.0	112.0	9373.0	2780.0	2186.0
E12000006	2020-05-01 00:00:00	TotalPositive	Female	31.0	78.0	4656.0	1476.0	1226.0
E92000001	2020-05-02 00:00:00	TotalPositive	Female	309.0	834.0	54413.0	16570.0	13282.0
E12000007	2020-05-02 00:00:00	TotalPositive	Female	72.0	132.0	8640.0	3140.0	1955.0
E12000006	2020-05-02 00:00:00	TotalPositive	Female	31.0	79.0	4769.0	1501.0	1256.0
E12000008	2020-05-02 00:00:00	TotalPositive	Female	51.0	164.0	8233.0	2091.0	2039.0
E12000009	2020-05-02 00:00:00	TotalPositive	Female	14.0	56.0	2849.0	866.0	873.0
E12000002	2020-05-02 00:00:00	TotalPositive	Female	36.0	115.0	9517.0	2829.0	2245.0
E12000008	2020-05-03 00:00:00	TotalPositive	Female	51.0	168.0	8368.0	2128.0	2086.0
E12000002	2020-05-03 00:00:00	TotalPositive	Female	36.0	120.0	9709.0	2882.0	2297.0
E12000007	2020-05-03 00:00:00	TotalPositive	Female	72.0	135.0	8699.0	3157.0	1967.0
E12000009	2020-05-03 00:00:00	TotalPositive	Female	16.0	62.0	2896.0	887.0	912.0
E92000001	2020-05-03 00:00:00	TotalPositive	Female	312.0	868.0	55410.0	16812.0	13576.0
E12000006	2020-05-03 00:00:00	TotalPositive	Female	32.0	86.0	4891.0	1515.0	1290.0
E92000001	2020-05-04 00:00:00	TotalPositive	Female	317.0	899.0	56443.0	17130.0	14006.0
E12000007	2020-05-04 00:00:00	TotalPositive	Female	72.0	139.0	8788.0	3187.0	1997.0
E12000009	2020-05-04 00:00:00	TotalPositive	Female	17.0	64.0	2966.0	899.0	935.0
E12000008	2020-05-04 00:00:00	TotalPositive	Female	51.0	173.0	8543.0	2177.0	2153.0
E12000002	2020-05-04 00:00:00	TotalPositive	Female	36.0	122.0	9873.0	2929.0	2343.0
E12000006	2020-05-04 00:00:00	TotalPositive	Female	34.0	90.0	5022.0	1552.0	1361.0
E12000007	2020-05-05 00:00:00	TotalPositive	Female	72.0	143.0	8868.0	3202.0	2029.0
E12000008	2020-05-05 00:00:00	TotalPositive	Female	51.0	183.0	8716.0	2216.0	2218.0
E12000002	2020-05-05 00:00:00	TotalPositive	Female	36.0	126.0	10098.0	2994.0	2410.0
E12000009	2020-05-05 00:00:00	TotalPositive	Female	17.0	68.0	3045.0	904.0	941.0
E12000006	2020-05-05 00:00:00	TotalPositive	Female	34.0	97.0	5149.0	1580.0	1406.0
E92000001	2020-05-05 00:00:00	TotalPositive	Female	319.0	942.0	57687.0	17410.0	14382.0
E12000007	2020-05-06 00:00:00	TotalPositive	Female	73.0	144.0	8970.0	3223.0	2050.0
E12000009	2020-05-06 00:00:00	TotalPositive	Female	17.0	71.0	3121.0	918.0	960.0
E12000006	2020-05-06 00:00:00	TotalPositive	Female	34.0	102.0	5277.0	1619.0	1465.0
E92000001	2020-05-06 00:00:00	TotalPositive	Female	325.0	989.0	58961.0	17714.0	14743.0
E12000008	2020-05-06 00:00:00	TotalPositive	Female	52.0	191.0	8899.0	2247.0	2274.0
E12000002	2020-05-06 00:00:00	TotalPositive	Female	36.0	135.0	10313.0	3055.0	2476.0
E92000001	2020-05-07 00:00:00	TotalPositive	Female	329.0	1028.0	60126.0	18031.0	15171.0
E12000007	2020-05-07 00:00:00	TotalPositive	Female	73.0	150.0	9074.0	3244.0	2075.0
E12000008	2020-05-07 00:00:00	TotalPositive	Female	52.0	194.0	9050.0	2279.0	2352.0
E12000006	2020-05-07 00:00:00	TotalPositive	Female	35.0	106.0	5389.0	1675.0	1524.0
E12000009	2020-05-07 00:00:00	TotalPositive	Female	17.0	73.0	3186.0	934.0	983.0
E12000002	2020-05-07 00:00:00	TotalPositive	Female	39.0	141.0	10492.0	3120.0	2535.0
E12000008	2020-05-08 00:00:00	TotalPositive	Female	52.0	200.0	9202.0	2302.0	2393.0
E92000001	2020-05-08 00:00:00	TotalPositive	Female	336.0	1076.0	61185.0	18250.0	15454.0
E12000007	2020-05-08 00:00:00	TotalPositive	Female	74.0	154.0	9144.0	3267.0	2092.0
E12000006	2020-05-08 00:00:00	TotalPositive	Female	37.0	110.0	5488.0	1693.0	1538.0
E12000009	2020-05-08 00:00:00	TotalPositive	Female	17.0	77.0	3261.0	948.0	999.0
E12000002	2020-05-08 00:00:00	TotalPositive	Female	39.0	151.0	10676.0	3165.0	2600.0
E12000002	2020-05-09 00:00:00	TotalPositive	Female	40.0	154.0	10810.0	3205.0	2622.0
E92000001	2020-05-09 00:00:00	TotalPositive	Female	341.0	1103.0	61899.0	18419.0	15615.0
E12000007	2020-05-09 00:00:00	TotalPositive	Female	75.0	156.0	9191.0	3281.0	2098.0
E12000008	2020-05-09 00:00:00	TotalPositive	Female	53.0	205.0	9313.0	2320.0	2419.0
E12000006	2020-05-09 00:00:00	TotalPositive	Female	38.0	114.0	5561.0	1713.0	1559.0
E12000009	2020-05-09 00:00:00	TotalPositive	Female	17.0	77.0	3309.0	952.0	1013.0
E12000002	2020-05-10 00:00:00	TotalPositive	Female	40.0	160.0	10958.0	3248.0	2647.0
E92000001	2020-05-10 00:00:00	TotalPositive	Female	344.0	1135.0	62719.0	18621.0	15830.0
E12000007	2020-05-10 00:00:00	TotalPositive	Female	76.0	157.0	9238.0	3291.0	2108.0
E12000008	2020-05-10 00:00:00	TotalPositive	Female	54.0	207.0	9431.0	2350.0	2469.0
E12000006	2020-05-10 00:00:00	TotalPositive	Female	38.0	119.0	5649.0	1729.0	1577.0
E12000009	2020-05-10 00:00:00	TotalPositive	Female	17.0	78.0	3371.0	961.0	1022.0
E12000008	2020-05-11 00:00:00	TotalPositive	Female	56.0	214.0	9611.0	2388.0	2545.0
E12000006	2020-05-11 00:00:00	TotalPositive	Female	39.0	123.0	5758.0	1780.0	1654.0
E12000009	2020-05-11 00:00:00	TotalPositive	Female	17.0	80.0	3463.0	1000.0	1064.0
E12000007	2020-05-11 00:00:00	TotalPositive	Female	76.0	160.0	9305.0	3299.0	2120.0
E12000002	2020-05-11 00:00:00	TotalPositive	Female	43.0	165.0	11178.0	3313.0	2700.0
E92000001	2020-05-11 00:00:00	TotalPositive	Female	353.0	1174.0	63856.0	18937.0	16242.0
E92000001	2020-05-12 00:00:00	TotalPositive	Female	359.0	1220.0	64977.0	19198.0	16624.0
E12000009	2020-05-12 00:00:00	TotalPositive	Female	17.0	84.0	3541.0	1017.0	1090.0
E12000002	2020-05-12 00:00:00	TotalPositive	Female	45.0	179.0	11392.0	3367.0	2775.0
E12000008	2020-05-12 00:00:00	TotalPositive	Female	56.0	219.0	9743.0	2425.0	2610.0
E12000006	2020-05-12 00:00:00	TotalPositive	Female	41.0	129.0	5872.0	1803.0	1692.0
E12000007	2020-05-12 00:00:00	TotalPositive	Female	76.0	164.0	9378.0	3315.0	2149.0
E12000006	2020-05-13 00:00:00	TotalPositive	Female	42.0	132.0	5987.0	1847.0	1739.0
E92000001	2020-05-13 00:00:00	TotalPositive	Female	367.0	1267.0	66014.0	19485.0	17028.0
E12000009	2020-05-13 00:00:00	TotalPositive	Female	18.0	89.0	3613.0	1033.0	1120.0
E12000007	2020-05-13 00:00:00	TotalPositive	Female	76.0	167.0	9448.0	3330.0	2180.0
E12000002	2020-05-13 00:00:00	TotalPositive	Female	47.0	185.0	11578.0	3430.0	2852.0
E12000008	2020-05-13 00:00:00	TotalPositive	Female	58.0	228.0	9895.0	2479.0	2698.0
E12000007	2020-05-14 00:00:00	TotalPositive	Female	77.0	170.0	9508.0	3350.0	2201.0
E92000001	2020-05-14 00:00:00	TotalPositive	Female	372.0	1308.0	66892.0	19704.0	17245.0
E12000006	2020-05-14 00:00:00	TotalPositive	Female	44.0	136.0	6074.0	1864.0	1757.0
E12000002	2020-05-14 00:00:00	TotalPositive	Female	47.0	190.0	11725.0	3491.0	2895.0
E12000009	2020-05-14 00:00:00	TotalPositive	Female	18.0	90.0	3659.0	1039.0	1124.0
E12000008	2020-05-14 00:00:00	TotalPositive	Female	58.0	232.0	10011.0	2516.0	2731.0
E12000007	2020-05-15 00:00:00	TotalPositive	Female	77.0	173.0	9550.0	3360.0	2211.0
E92000001	2020-05-15 00:00:00	TotalPositive	Female	375.0	1339.0	67762.0	19875.0	17427.0
E12000008	2020-05-15 00:00:00	TotalPositive	Female	59.0	236.0	10119.0	2548.0	2763.0
E12000002	2020-05-15 00:00:00	TotalPositive	Female	47.0	192.0	11893.0	3522.0	2914.0
E12000009	2020-05-15 00:00:00	TotalPositive	Female	18.0	94.0	3704.0	1042.0	1133.0
E12000006	2020-05-15 00:00:00	TotalPositive	Female	44.0	141.0	6148.0	1884.0	1780.0
E12000009	2020-05-16 00:00:00	TotalPositive	Female	18.0	94.0	3741.0	1051.0	1142.0
E92000001	2020-05-16 00:00:00	TotalPositive	Female	381.0	1381.0	68527.0	20011.0	17550.0
E12000006	2020-05-16 00:00:00	TotalPositive	Female	45.0	149.0	6218.0	1899.0	1792.0
E12000008	2020-05-16 00:00:00	TotalPositive	Female	60.0	242.0	10209.0	2559.0	2779.0
E12000002	2020-05-16 00:00:00	TotalPositive	Female	48.0	204.0	12065.0	3560.0	2937.0
E12000007	2020-05-16 00:00:00	TotalPositive	Female	78.0	174.0	9585.0	3365.0	2214.0
E92000001	2020-05-17 00:00:00	TotalPositive	Female	383.0	1416.0	69185.0	20157.0	17684.0
E12000002	2020-05-17 00:00:00	TotalPositive	Female	49.0	212.0	12198.0	3593.0	2954.0
E12000006	2020-05-17 00:00:00	TotalPositive	Female	45.0	156.0	6276.0	1915.0	1804.0
E12000009	2020-05-17 00:00:00	TotalPositive	Female	18.0	95.0	3784.0	1059.0	1153.0
E12000007	2020-05-17 00:00:00	TotalPositive	Female	78.0	177.0	9611.0	3371.0	2224.0
E12000008	2020-05-17 00:00:00	TotalPositive	Female	60.0	246.0	10292.0	2582.0	2805.0
E12000008	2020-05-18 00:00:00	TotalPositive	Female	61.0	252.0	10437.0	2613.0	2857.0
E92000001	2020-05-18 00:00:00	TotalPositive	Female	386.0	1459.0	70051.0	20348.0	17920.0
E12000007	2020-05-18 00:00:00	TotalPositive	Female	78.0	178.0	9653.0	3382.0	2236.0
E12000009	2020-05-18 00:00:00	TotalPositive	Female	18.0	99.0	3821.0	1072.0	1170.0
E12000002	2020-05-18 00:00:00	TotalPositive	Female	49.0	219.0	12371.0	3627.0	2988.0
E12000006	2020-05-18 00:00:00	TotalPositive	Female	46.0	164.0	6381.0	1933.0	1838.0
E12000002	2020-05-19 00:00:00	TotalPositive	Female	50.0	229.0	12580.0	3690.0	3060.0
E12000007	2020-05-19 00:00:00	TotalPositive	Female	78.0	182.0	9700.0	3390.0	2249.0
E92000001	2020-05-19 00:00:00	TotalPositive	Female	394.0	1499.0	71030.0	20610.0	18196.0
E12000009	2020-05-19 00:00:00	TotalPositive	Female	18.0	100.0	3871.0	1079.0	1177.0
E12000008	2020-05-19 00:00:00	TotalPositive	Female	64.0	258.0	10584.0	2659.0	2911.0
E12000006	2020-05-19 00:00:00	TotalPositive	Female	48.0	168.0	6484.0	1952.0	1867.0
E12000007	2020-05-20 00:00:00	TotalPositive	Female	81.0	186.0	9755.0	3404.0	2259.0
E12000008	2020-05-20 00:00:00	TotalPositive	Female	64.0	263.0	10714.0	2691.0	2954.0
E12000006	2020-05-20 00:00:00	TotalPositive	Female	49.0	172.0	6559.0	1977.0	1902.0
E12000009	2020-05-20 00:00:00	TotalPositive	Female	18.0	101.0	3920.0	1093.0	1189.0
E12000002	2020-05-20 00:00:00	TotalPositive	Female	51.0	233.0	12774.0	3743.0	3113.0
E92000001	2020-05-20 00:00:00	TotalPositive	Female	402.0	1535.0	71940.0	20815.0	18434.0
E12000006	2020-05-21 00:00:00	TotalPositive	Female	51.0	179.0	6642.0	1998.0	1926.0
E12000002	2020-05-21 00:00:00	TotalPositive	Female	51.0	239.0	12941.0	3777.0	3164.0
E12000008	2020-05-21 00:00:00	TotalPositive	Female	67.0	269.0	10821.0	2726.0	2990.0
E12000009	2020-05-21 00:00:00	TotalPositive	Female	18.0	103.0	3955.0	1099.0	1200.0
E12000007	2020-05-21 00:00:00	TotalPositive	Female	81.0	189.0	9811.0	3415.0	2279.0
E92000001	2020-05-21 00:00:00	TotalPositive	Female	409.0	1584.0	72810.0	21005.0	18684.0
E12000009	2020-05-22 00:00:00	TotalPositive	Female	18.0	105.0	3985.0	1106.0	1207.0
E12000006	2020-05-22 00:00:00	TotalPositive	Female	51.0	186.0	6695.0	2018.0	1952.0
E12000002	2020-05-22 00:00:00	TotalPositive	Female	52.0	247.0	13081.0	3814.0	3209.0
E12000007	2020-05-22 00:00:00	TotalPositive	Female	81.0	189.0	9837.0	3421.0	2286.0
E92000001	2020-05-22 00:00:00	TotalPositive	Female	412.0	1623.0	73471.0	21163.0	18886.0
E12000008	2020-05-22 00:00:00	TotalPositive	Female	68.0	273.0	10915.0	2747.0	3024.0
E92000001	2020-05-23 00:00:00	TotalPositive	Female	415.0	1649.0	74007.0	21295.0	18964.0
E12000002	2020-05-23 00:00:00	TotalPositive	Female	53.0	254.0	13199.0	3841.0	3227.0
E12000009	2020-05-23 00:00:00	TotalPositive	Female	18.0	105.0	4011.0	1108.0	1208.0
E12000007	2020-05-23 00:00:00	TotalPositive	Female	81.0	191.0	9866.0	3427.0	2290.0
E12000006	2020-05-23 00:00:00	TotalPositive	Female	53.0	188.0	6756.0	2032.0	1960.0
E12000008	2020-05-23 00:00:00	TotalPositive	Female	68.0	275.0	10960.0	2765.0	3032.0
E12000007	2020-05-24 00:00:00	TotalPositive	Female	81.0	193.0	9883.0	3431.0	2292.0
E12000006	2020-05-24 00:00:00	TotalPositive	Female	53.0	193.0	6805.0	2041.0	1964.0
E12000008	2020-05-24 00:00:00	TotalPositive	Female	68.0	280.0	11017.0	2785.0	3041.0
E12000009	2020-05-24 00:00:00	TotalPositive	Female	18.0	106.0	4039.0	1110.0	1213.0
E12000002	2020-05-24 00:00:00	TotalPositive	Female	54.0	262.0	13308.0	3864.0	3247.0
E92000001	2020-05-24 00:00:00	TotalPositive	Female	419.0	1692.0	74518.0	21394.0	19048.0
E12000002	2020-05-25 00:00:00	TotalPositive	Female	55.0	268.0	13424.0	3887.0	3264.0
E12000008	2020-05-25 00:00:00	TotalPositive	Female	68.0	282.0	11089.0	2801.0	3066.0
E12000009	2020-05-25 00:00:00	TotalPositive	Female	18.0	108.0	4068.0	1113.0	1218.0
E92000001	2020-05-25 00:00:00	TotalPositive	Female	421.0	1720.0	75070.0	21515.0	19182.0
E12000006	2020-05-25 00:00:00	TotalPositive	Female	53.0	194.0	6854.0	2054.0	1989.0
E12000007	2020-05-25 00:00:00	TotalPositive	Female	82.0	196.0	9901.0	3440.0	2294.0
E12000008	2020-05-26 00:00:00	TotalPositive	Female	69.0	284.0	11160.0	2815.0	3088.0
E12000009	2020-05-26 00:00:00	TotalPositive	Female	18.0	108.0	4101.0	1121.0	1227.0
E12000006	2020-05-26 00:00:00	TotalPositive	Female	53.0	200.0	6908.0	2071.0	2002.0
E92000001	2020-05-26 00:00:00	TotalPositive	Female	424.0	1744.0	75609.0	21650.0	19316.0
E12000007	2020-05-26 00:00:00	TotalPositive	Female	82.0	199.0	9923.0	3444.0	2299.0
E12000002	2020-05-26 00:00:00	TotalPositive	Female	55.0	276.0	13536.0	3918.0	3289.0
E92000001	2020-05-27 00:00:00	TotalPositive	Female	430.0	1777.0	76216.0	21808.0	19498.0
E12000008	2020-05-27 00:00:00	TotalPositive	Female	70.0	291.0	11235.0	2829.0	3109.0
E12000009	2020-05-27 00:00:00	TotalPositive	Female	18.0	109.0	4140.0	1133.0	1243.0
E12000007	2020-05-27 00:00:00	TotalPositive	Female	82.0	199.0	9952.0	3453.0	2314.0
