date	name	code	newAdmissions	covidOccupiedMVBeds	hospitalCases	newPillarOneTestsByPublishDate	newPillarTwoTestsByPublishDate	newPillarThreeTestsByPublishDate	newPillarFourTestsByPublishDate	newDeathsByDeathDate	newCasesBySpecimenDate
2020-05-03	South West	E40000006	68	72	681	0	0	0	0	20	176
2020-05-03	East of England	E40000007	166	179	1223	0	0	0	0	54	317
2020-05-03	Midlands	E40000008	142	253	2161	0	0	0	0	86	470
2020-05-03	North East and Yorkshire	E40000009	180	194	1945	0	0	0	0	75	546
2020-05-03	North West	E40000010	194	233	2196	0	0	0	0	77	492
2020-05-03	England	E92000001	1044	1795	12119	21097	0	0	0	387	2631
2020-05-03	Northern Ireland	N92000002	10	21	263	1317	0	0	0	11	53
2020-05-03	Scotland	S92000003	40	99	1266	1949	1845	0	0	36	189
2020-05-03	Wales	W92000004	94	94	539	1504	0	0	0	14	105
2020-05-04	London	E40000003	169	587	2328	0	0	0	0	38	249
2020-05-04	South East	E40000005	121	223	1553	0	0	0	0	58	488
2020-05-04	South West	E40000006	70	72	683	0	0	0	0	30	166
2020-05-04	East of England	E40000007	106	176	1138	0	0	0	0	36	392
2020-05-04	Midlands	E40000008	228	243	2154	0	0	0	0	89	473
2020-05-04	North East and Yorkshire	E40000009	180	186	1928	0	0	0	0	82	582
2020-05-04	North West	E40000010	189	237	2236	0	0	0	0	76	424
2020-05-04	England	E92000001	1063	1724	12020	22381	0	0	0	412	2839
2020-05-04	Northern Ireland	N92000002	13	21	259	1148	0	0	0	9	74
2020-05-04	Scotland	S92000003	53	99	1279	2445	1478	0	0	40	330
2020-05-04	Wales	W92000004	121	92	538	892	0	0	0	23	139
2020-05-05	London	E40000003	178	565	2270	0	0	0	0	33	218
2020-05-05	South East	E40000005	111	209	1499	0	0	0	0	52	475
2020-05-05	South West	E40000006	49	74	670	0	0	0	0	30	172
2020-05-05	East of England	E40000007	90	176	1160	0	0	0	0	48	329
2020-05-05	Midlands	E40000008	184	235	2100	0	0	0	0	87	602
2020-05-05	North East and Yorkshire	E40000009	146	181	1863	0	0	0	0	78	693
2020-05-05	North West	E40000010	201	222	2192	0	0	0	0	61	576
2020-05-05	England	E92000001	959	1662	11754	27270	0	0	0	391	3139
2020-05-05	Northern Ireland	N92000002	11	21	242	1301	0	0	0	6	73
2020-05-05	Scotland	S92000003	40	104	1225	3036	1647	0	0	50	289
2020-05-05	Wales	W92000004	136	87	501	743	0	0	0	17	175
2020-05-06	London	E40000003	216	580	2154	0	0	0	0	42	268
2020-05-06	South East	E40000005	127	195	1421	0	0	0	0	43	446
2020-05-06	South West	E40000006	58	69	614	0	0	0	0	32	200
2020-05-06	East of England	E40000007	128	171	1106	0	0	0	0	51	388
2020-05-06	Midlands	E40000008	201	222	2070	0	0	0	0	81	647
2020-05-06	North East and Yorkshire	E40000009	152	174	1787	0	0	0	0	76	656
2020-05-06	North West	E40000010	158	199	2075	0	0	0	0	66	586
2020-05-06	England	E92000001	1040	1610	11227	27203	0	0	0	392	3269
2020-05-06	Northern Ireland	N92000002	17	22	238	1357	0	0	0	3	80
2020-05-06	Scotland	S92000003	46	89	1204	3174	1905	0	0	43	306
2020-05-06	Wales	W92000004	103	81	478	933	0	0	0	23	171
2020-05-07	London	E40000003	202	565	2086	0	0	0	0	28	273
2020-05-07	South East	E40000005	107	185	1351	0	0	0	0	47	420
2020-05-07	South West	E40000006	53	66	579	0	0	0	0	29	180
2020-05-07	East of England	E40000007	116	152	1084	0	0	0	0	49	396
2020-05-07	Midlands	E40000008	167	173	1976	0	0	0	0	75	681
2020-05-07	North East and Yorkshire	E40000009	171	161	1703	0	0	0	0	91	658
2020-05-07	North West	E40000010	182	191	1947	0	0	0	0	76	510
2020-05-07	England	E92000001	998	1493	10726	27820	0	0	0	400	3205
2020-05-07	Northern Ireland	N92000002	12	22	231	1559	0	0	0	3	97
2020-05-07	Scotland	S92000003	37	86	1199	3075	1657	0	0	39	290
2020-05-07	Wales	W92000004	119	84	470	1134	0	0	0	19	176
2020-05-08	London	E40000003	99	531	1955	0	0	0	0	29	206
2020-05-08	South East	E40000005	91	185	1279	0	0	0	0	43	352
2020-05-08	South West	E40000006	53	58	528	0	0	0	0	14	178
2020-05-08	East of England	E40000007	70	142	1022	0	0	0	0	36	229
2020-05-08	Midlands	E40000008	157	198	1917	0	0	0	0	67	610
2020-05-08	North East and Yorkshire	E40000009	104	151	1623	0	0	0	0	73	511
2020-05-08	North West	E40000010	169	181	1925	0	0	0	0	67	484
2020-05-08	England	E92000001	743	1446	10249	27174	0	0	0	330	2621
2020-05-08	Northern Ireland	N92000002	7	23	220	1453	0	0	0	6	72
2020-05-08	Scotland	S92000003	33	84	1168	2769	1628	0	0	34	254
2020-05-08	Wales	W92000004	127	89	416	1096	0	0	0	13	115
2020-05-09	London	E40000003	85	516	1971	0	0	0	0	25	128
2020-05-09	South East	E40000005	96	171	1206	0	0	0	0	55	245
2020-05-09	South West	E40000006	45	55	535	0	0	0	0	24	106
2020-05-09	East of England	E40000007	101	144	1032	0	0	0	0	40	203
2020-05-09	Midlands	E40000008	159	189	1921	0	0	0	0	71	339
2020-05-09	North East and Yorkshire	E40000009	145	147	1593	0	0	0	0	62	395
2020-05-09	North West	E40000010	167	176	1918	0	0	0	0	48	346
2020-05-09	England	E92000001	798	1398	10176	22738	0	0	0	330	1792
2020-05-09	Northern Ireland	N92000002	19	19	232	1220	0	0	0	7	54
2020-05-09	Scotland	S92000003	20	93	1165	2437	1355	0	0	34	177
2020-05-09	Wales	W92000004	106	75	448	2017	0	0	0	7	136
2020-05-10	London	E40000003	86	466	1889	0	0	0	0	27	125
2020-05-10	South East	E40000005	139	175	1181	0	0	0	0	32	309
2020-05-10	South West	E40000006	41	62	520	0	0	0	0	13	134
2020-05-10	East of England	E40000007	71	142	1076	0	0	0	0	34	209
2020-05-10	Midlands	E40000008	124	189	1889	0	0	0	0	59	415
2020-05-10	North East and Yorkshire	E40000009	139	156	1512	0	0	0	0	65	447
2020-05-10	North West	E40000010	156	172	1826	0	0	0	0	70	346
2020-05-10	England	E92000001	756	1362	9893	21548	0	0	0	300	2004
2020-05-10	Northern Ireland	N92000002	18	16	241	1119	0	0	0	10	61
2020-05-10	Scotland	S92000003	27	82	1132	2346	1238	0	0	27	150
2020-05-10	Wales	W92000004	114	78	461	1314	0	0	0	10	107
2020-05-11	London	E40000003	91	457	1880	0	0	0	0	23	162
2020-05-11	South East	E40000005	113	163	1196	0	0	0	0	39	476
2020-05-11	South West	E40000006	58	57	535	0	0	0	0	12	254
2020-05-11	East of England	E40000007	88	137	1069	0	0	0	0	25	394
2020-05-11	Midlands	E40000008	165	178	1915	0	0	0	0	54	554
2020-05-11	North East and Yorkshire	E40000009	148	149	1607	0	0	0	0	54	654
2020-05-11	North West	E40000010	203	175	1907	0	0	0	0	52	528
2020-05-11	England	E92000001	866	1316	10109	20796	0	0	0	260	3061
2020-05-11	Northern Ireland	N92000002	22	13	248	934	0	0	0	2	75
2020-05-11	Scotland	S92000003	33	80	1145	2539	1544	0	0	31	262
2020-05-11	Wales	W92000004	108	76	465	1193	0	0	0	15	178
2020-05-12	London	E40000003	80	425	1827	0	0	0	0	15	194
2020-05-12	South East	E40000005	109	153	1168	0	0	0	0	45	411
2020-05-12	South West	E40000006	38	55	501	0	0	0	0	7	177
2020-05-12	East of England	E40000007	116	134	1049	0	0	0	0	35	315
2020-05-12	Midlands	E40000008	160	176	1869	0	0	0	0	64	630
2020-05-12	North East and Yorkshire	E40000009	155	145	1551	0	0	0	0	46	595
2020-05-12	North West	E40000010	186	159	1826	0	0	0	0	62	546
2020-05-12	England	E92000001	844	1247	9791	26006	0	0	0	275	2921
2020-05-12	Northern Ireland	N92000002	10	14	244	1393	0	0	0	4	91
2020-05-12	Scotland	S92000003	37	81	1131	3591	1517	0	0	30	230
2020-05-12	Wales	W92000004	92	72	425	1087	0	0	0	11	150
2020-05-13	London	E40000003	91	413	1777	0	0	0	0	12	204
2020-05-13	South East	E40000005	99	148	1126	0	0	0	0	37	483
2020-05-13	South West	E40000006	52	54	486	0	0	0	0	16	177
2020-05-13	East of England	E40000007	72	129	1014	0	0	0	0	35	330
2020-05-13	Midlands	E40000008	148	163	1879	0	0	0	0	52	542
2020-05-13	North East and Yorkshire	E40000009	156	134	1520	0	0	0	0	65	548
2020-05-13	North West	E40000010	186	157	1800	0	0	0	0	36	528
2020-05-13	England	E92000001	804	1198	9602	25114	0	0	0	256	2884
2020-05-13	Northern Ireland	N92000002	16	12	245	1405	0	0	0	3	75
2020-05-13	Scotland	S92000003	27	66	1101	4009	1820	0	0	42	198
2020-05-13	Wales	W92000004	119	66	394	1300	0	0	0	16	153
2020-05-14	London	E40000003	91	395	1667	0	0	0	0	18	158
2020-05-14	South East	E40000005	113	150	1092	0	0	0	0	49	295
2020-05-14	South West	E40000006	37	52	477	0	0	0	0	12	92
2020-05-14	East of England	E40000007	88	125	979	0	0	0	0	33	217
2020-05-14	Midlands	E40000008	143	164	1833	0	0	0	0	61	482
2020-05-14	North East and Yorkshire	E40000009	127	123	1444	0	0	0	0	62	493
2020-05-14	North West	E40000010	164	153	1739	0	0	0	0	39	429
2020-05-14	England	E92000001	763	1162	9231	26159	0	0	0	277	2208
2020-05-14	Northern Ireland	N92000002	13	12	225	1406	0	0	0	10	74
2020-05-14	Scotland	S92000003	28	71	1100	3221	1992	0	0	34	212
2020-05-14	Wales	W92000004	105	69	364	1421	0	0	0	12	132
2020-05-15	London	E40000003	77	405	1625	0	0	0	0	17	133
2020-05-15	South East	E40000005	85	133	1073	0	0	0	0	39	262
2020-05-15	South West	E40000006	50	85	473	0	0	0	0	7	104
2020-05-15	East of England	E40000007	92	127	952	0	0	0	0	30	209
2020-05-15	Midlands	E40000008	172	154	1776	0	0	0	0	51	516
2020-05-15	North East and Yorkshire	E40000009	109	139	1464	0	0	0	0	64	474
2020-05-15	North West	E40000010	153	157	1716	0	0	0	0	59	392
2020-05-15	England	E92000001	738	1200	9079	29335	0	0	0	269	2131
2020-05-15	Northern Ireland	N92000002	11	10	209	1497	0	0	0	3	66
2020-05-15	Scotland	S92000003	32	71	1066	4840	1679	0	0	24	152
2020-05-15	Wales	W92000004	88	56	336	1652	0	0	0	16	179
2020-05-16	London	E40000003	59	384	1552	0	0	0	0	10	73
2020-05-16	South East	E40000005	71	130	982	0	0	0	0	33	192
2020-05-16	South West	E40000006	53	51	443	0	0	0	0	10	92
2020-05-16	East of England	E40000007	72	125	916	0	0	0	0	35	174
2020-05-16	Midlands	E40000008	143	150	1747	0	0	0	0	61	430
2020-05-16	North East and Yorkshire	E40000009	95	125	1348	0	0	0	0	66	385
2020-05-16	North West	E40000010	178	136	1655	0	0	0	0	51	407
2020-05-16	England	E92000001	671	1101	8643	25494	0	0	0	268	1769
2020-05-16	Northern Ireland	N92000002	7	12	205	1269	0	0	0	4	40
2020-05-16	Scotland	S92000003	18	59	1011	3043	1678	0	0	28	103
2020-05-16	Wales	W92000004	117	62	378	1743	0	0	0	13	166
2020-05-17	London	E40000003	51	374	1454	0	0	0	0	15	78
2020-05-17	South East	E40000005	94	118	966	0	0	0	0	29	220
2020-05-17	South West	E40000006	27	47	454	0	0	0	0	11	97
2020-05-17	East of England	E40000007	85	125	934	0	0	0	0	33	154
2020-05-17	Midlands	E40000008	152	151	1809	0	0	0	0	47	376
2020-05-17	North East and Yorkshire	E40000009	95	114	1327	0	0	0	0	50	342
2020-05-17	North West	E40000010	169	135	1667	0	0	0	0	37	301
2020-05-17	England	E92000001	673	1064	8611	19574	0	0	0	223	1586
2020-05-17	Northern Ireland	N92000002	12	13	207	924	0	0	0	7	36
2020-05-17	Scotland	S92000003	9	59	1007	2317	1158	0	0	26	92
2020-05-17	Wales	W92000004	98	60	373	1931	0	0	0	11	118
2020-05-18	London	E40000003	74	349	1496	0	0	0	0	13	112
2020-05-18	South East	E40000005	104	117	959	0	0	0	0	31	359
2020-05-18	South West	E40000006	48	42	463	0	0	0	0	10	120
2020-05-18	East of England	E40000007	81	121	924	0	0	0	0	39	284
2020-05-18	Midlands	E40000008	154	139	1820	0	0	0	0	60	479
2020-05-18	North East and Yorkshire	E40000009	101	112	1336	0	0	0	0	64	408
2020-05-18	North West	E40000010	171	130	1670	0	0	0	0	36	407
2020-05-18	England	E92000001	733	1010	8668	23107	0	0	0	253	2209
2020-05-18	Northern Ireland	N92000002	11	9	201	960	0	0	0	7	62
2020-05-18	Scotland	S92000003	27	63	1005	2854	1705	0	0	23	140
2020-05-18	Wales	W92000004	77	59	356	1914	0	0	0	10	168
2020-05-19	London	E40000003	89	333	1390	0	0	0	0	19	129
2020-05-19	South East	E40000005	96	110	940	0	0	0	0	29	386
2020-05-19	South West	E40000006	52	37	451	0	0	0	0	14	108
2020-05-19	East of England	E40000007	86	122	913	0	0	0	0	22	254
2020-05-19	Midlands	E40000008	157	141	1811	0	0	0	0	49	571
2020-05-19	North East and Yorkshire	E40000009	99	112	1306	0	0	0	0	47	512
2020-05-19	North West	E40000010	173	121	1707	0	0	0	0	50	581
2020-05-19	England	E92000001	752	976	8518	28611	0	0	0	231	2586
2020-05-19	Northern Ireland	N92000002	10	7	196	1321	0	0	0	5	72
2020-05-19	Scotland	S92000003	13	59	969	3699	2653	0	0	28	182
2020-05-19	Wales	W92000004	105	64	329	1565	0	0	0	11	213
2020-05-20	London	E40000003	71	313	1247	0	0	0	0	16	142
2020-05-20	South East	E40000005	107	104	903	0	0	0	0	38	338
2020-05-20	South West	E40000006	55	36	438	0	0	0	0	9	137
2020-05-20	East of England	E40000007	93	113	888	0	0	0	0	41	243
2020-05-20	Midlands	E40000008	149	132	1763	0	0	0	0	49	528
2020-05-20	North East and Yorkshire	E40000009	106	112	1229	0	0	0	0	44	426
2020-05-20	North West	E40000010	151	111	1647	0	0	0	0	34	497
2020-05-20	England	E92000001	732	921	8115	30817	0	0	0	234	2345
2020-05-20	Northern Ireland	N92000002	5	5	180	1546	0	0	0	5	74
2020-05-20	Scotland	S92000003	18	53	943	4090	2428	0	0	21	121
2020-05-20	Wales	W92000004	95	55	324	1843	0	0	0	7	166
2020-05-21	London	E40000003	76	307	1224	0	0	0	0	12	158
2020-05-21	South East	E40000005	88	99	907	0	0	0	0	18	303
2020-05-21	South West	E40000006	53	35	439	0	0	0	0	10	87
2020-05-21	East of England	E40000007	77	109	866	0	0	0	0	24	245
2020-05-21	Midlands	E40000008	133	129	1733	0	0	0	0	48	504
2020-05-21	North East and Yorkshire	E40000009	123	106	1144	0	0	0	0	46	513
2020-05-21	North West	E40000010	165	109	1590	0	0	0	0	42	426
2020-05-21	England	E92000001	715	894	7903	30671	0	0	0	201	2271
2020-05-21	Northern Ireland	N92000002	8	6	171	1405	0	0	0	4	56
2020-05-21	Scotland	S92000003	14	51	909	3858	1884	0	0	23	111
2020-05-21	Wales	W92000004	105	57	309	1794	0	0	0	9	132
2020-05-22	London	E40000003	77	287	1240	0	0	0	0	8	81
2020-05-22	South East	E40000005	78	97	924	0	0	0	0	38	247
2020-05-22	South West	E40000006	39	34	381	0	0	0	0	10	82
2020-05-22	East of England	E40000007	79	104	831	0	0	0	0	24	190
2020-05-22	Midlands	E40000008	120	120	1706	0	0	0	0	45	436
2020-05-22	North East and Yorkshire	E40000009	85	97	1113	0	0	0	0	40	362
2020-05-22	North West	E40000010	160	113	1566	0	0	0	0	29	376
2020-05-22	England	E92000001	638	852	7761	28480	0	0	0	195	1794
2020-05-22	Northern Ireland	N92000002	5	4	163	1519	0	0	0	1	33
2020-05-22	Scotland	S92000003	15	50	874	3755	1651	0	0	16	92
2020-05-22	Wales	W92000004	81	58	385	2161	0	0	0	10	137
2020-05-23	London	E40000003	43	272	1165	0	0	0	0	6	65
2020-05-23	South East	E40000005	59	89	851	0	0	0	0	32	121
2020-05-23	South West	E40000006	28	35	382	0	0	0	0	11	41
2020-05-23	East of England	E40000007	39	98	816	0	0	0	0	25	149
2020-05-23	Midlands	E40000008	113	114	1620	0	0	0	0	49	312
2020-05-23	North East and Yorkshire	E40000009	97	94	1057	0	0	0	0	37	310
2020-05-23	North West	E40000010	125	113	1537	0	0	0	0	40	290
2020-05-23	England	E92000001	504	815	7428	25548	0	0	0	200	1301
2020-05-23	Northern Ireland	N92000002	4	5	161	1370	0	0	0	2	54
2020-05-23	Scotland	S92000003	14	50	841	2886	1225	0	0	9	50
2020-05-23	Wales	W92000004	121	58	383	2426	0	0	0	7	122
2020-05-24	London	E40000003	41	271	1160	0	0	0	0	6	51
2020-05-24	South East	E40000005	78	95	880	0	0	0	0	26	150
2020-05-24	South West	E40000006	23	35	376	0	0	0	0	8	59
2020-05-24	East of England	E40000007	52	88	795	0	0	0	0	25	103
2020-05-24	Midlands	E40000008	90	110	1644	0	0	0	0	29	280
2020-05-24	North East and Yorkshire	E40000009	85	87	1051	0	0	0	0	38	281
2020-05-24	North West	E40000010	128	100	1509	0	0	0	0	35	263
2020-05-24	England	E92000001	497	786	7415	19911	0	0	0	169	1198
2020-05-24	Northern Ireland	N92000002	4	4	160	1084	0	0	0	7	30
2020-05-24	Scotland	S92000003	8	44	845	3401	1341	0	0	7	54
2020-05-24	Wales	W92000004	78	52	393	3079	0	0	0	12	82
2020-05-25	London	E40000003	49	276	1174	0	0	0	0	9	58
2020-05-25	South East	E40000005	82	88	826	0	0	0	0	17	186
2020-05-25	South West	E40000006	36	34	366	0	0	0	0	11	61
2020-05-25	East of England	E40000007	51	92	798	0	0	0	0	27	147
2020-05-25	Midlands	E40000008	92	101	1685	0	0	0	0	39	329
2020-05-25	North East and Yorkshire	E40000009	67	83	1080	0	0	0	0	38	313
2020-05-25	North West	E40000010	121	97	1519	0	0	0	0	35	269
2020-05-25	England	E92000001	498	771	7448	19845	0	0	0	176	1377
2020-05-25	Northern Ireland	N92000002	9	5	158	928	0	0	0	1	39
2020-05-25	Scotland	S92000003	13	40	849	2977	1448	0	0	14	97
2020-05-25	Wales	W92000004	82	47	380	3030	0	0	0	10	105
2020-05-26	London	E40000003	67	268	1144	0	0	0	0	11	66
2020-05-26	South East	E40000005	74	86	851	0	0	0	0	27	181
2020-05-26	South West	E40000006	37	32	352	0	0	0	0	12	81
2020-05-26	East of England	E40000007	85	86	755	0	0	0	0	22	149
2020-05-26	Midlands	E40000008	118	98	1624	0	0	0	0	48	312
2020-05-26	North East and Yorkshire	E40000009	85	82	1064	0	0	0	0	37	331
2020-05-26	North West	E40000010	112	104	1515	0	0	0	0	30	309
2020-05-26	England	E92000001	578	756	7305	22511	0	0	0	188	1454
2020-05-26	Northern Ireland	N92000002	9	5	156	1241	0	0	0	1	27
2020-05-26	Scotland	S92000003	14	35	833	3750	1428	0	0	13	77
2020-05-26	Wales	W92000004	96	51	436	2206	0	0	0	10	102
2020-05-27	London	E40000003	69	228	1091	0	0	0	0	9	85
2020-05-27	South East	E40000005	72	84	821	0	0	0	0	24	202
2020-05-27	South West	E40000006	35	30	320	0	0	0	0	8	103
2020-05-27	East of England	E40000007	57	85	737	0	0	0	0	19	150
2020-05-27	Midlands	E40000008	126	96	1418	0	0	0	0	41	391
2020-05-27	North East and Yorkshire	E40000009	82	77	1017	0	0	0	0	35	370
2020-05-27	North West	E40000010	148	96	1432	0	0	0	0	33	294
2020-05-27	England	E92000001	589	696	6836	29148	0	0	0	171	1611
2020-05-27	Northern Ireland	N92000002	6	5	147	1392	0	0	0	4	33
2020-05-27	Scotland	S92000003	11	38	810	3575	1425	0	0	16	66
2020-05-27	Wales	W92000004	106	44	425	1555	0	0	0	6	118
2020-05-28	London	E40000003	57	222	1029	0	0	0	0	9	75
2020-05-28	South East	E40000005	79	81	765	0	0	0	0	22	202
2020-05-28	South West	E40000006	48	28	306	0	0	0	0	13	115
2020-05-28	East of England	E40000007	53	78	701	0	0	0	0	25	164
2020-05-28	Midlands	E40000008	114	94	1359	0	0	0	0	35	346
2020-05-28	North East and Yorkshire	E40000009	74	73	991	0	0	0	0	39	323
2020-05-28	North West	E40000010	145	87	1377	0	0	0	0	39	323
2020-05-28	England	E92000001	570	663	6528	29609	0	0	0	182	1571
2020-05-28	Northern Ireland	N92000002	6	5	142	1346	0	0	0	3	28
2020-05-28	Scotland	S92000003	6	37	797	4235	1237	0	0	16	55
2020-05-28	Wales	W92000004	120	46	438	2743	0	0	0	16	102
2020-05-29	London	E40000003	51	207	1002	0	0	0	0	5	56
2020-05-29	South East	E40000005	65	73	753	0	0	0	0	24	163
2020-05-29	South West	E40000006	25	26	285	0	0	0	0	11	75
2020-05-29	East of England	E40000007	54	68	603	0	0	0	0	27	160
2020-05-29	Midlands	E40000008	112	103	1312	0	0	0	0	27	325
2020-05-29	North East and Yorkshire	E40000009	71	68	951	0	0	0	0	41	269
2020-05-29	North West	E40000010	121	85	1344	0	0	0	0	27	305
2020-05-29	England	E92000001	499	630	6250	30139	0	0	0	163	1372
2020-05-29	Northern Ireland	N92000002	7	4	135	1247	0	0	0	1	20
2020-05-29	Scotland	S92000003	10	40	769	3299	1026	0	0	11	29
2020-05-29	Wales	W92000004	99	45	431	2400	0	0	0	11	106
2020-05-30	London	E40000003	30	213	915	0	0	0	0	7	39
2020-05-30	South East	E40000005	74	72	694	0	0	0	0	23	131
2020-05-30	South West	E40000006	31	25	271	0	0	0	0	7	51
2020-05-30	East of England	E40000007	43	65	622	0	0	0	0	17	83
2020-05-30	Midlands	E40000008	116	104	1247	0	0	0	0	26	254
2020-05-30	North East and Yorkshire	E40000009	75	63	910	0	0	0	0	35	210
2020-05-30	North West	E40000010	97	86	1313	0	0	0	0	28	216
2020-05-30	England	E92000001	466	628	5972	24823	0	0	0	145	997
2020-05-30	Northern Ireland	N92000002	5	4	136	1238	0	0	0	2	13
2020-05-30	Scotland	S92000003	4	33	735	2588	641	0	0	6	40
2020-05-30	Wales	W92000004	93	39	423	3106	0	0	0	10	70
2020-05-31	London	E40000003	42	197	891	0	0	0	0	5	38
2020-05-31	South East	E40000005	46	70	700	0	0	0	0	19	134
2020-05-31	South West	E40000006	23	24	267	0	0	0	0	5	62
2020-05-31	East of England	E40000007	29	63	597	0	0	0	0	10	61
2020-05-31	Midlands	E40000008	102	104	1252	0	0	0	0	26	229
2020-05-31	North East and Yorkshire	E40000009	78	63	917	0	0	0	0	29	223
2020-05-31	North West	E40000010	126	85	1309	0	0	0	0	18	233
2020-05-31	England	E92000001	446	606	5933	21332	0	23110	0	112	986
2020-05-31	Northern Ireland	N92000002	4	4	138	1147	0	0	0	1	26
2020-05-31	Scotland	S92000003	10	27	732	2096	633	0	0	6	23
2020-05-31	Wales	W92000004	68	42	433	2945	0	0	0	7	46
2020-06-01	London	E40000003	48	170	862	0	0	0	0	6	50
2020-06-01	South East	E40000005	56	64	720	0	0	0	0	19	186
2020-06-01	South West	E40000006	46	25	260	0	0	0	0	8	52
2020-06-01	East of England	E40000007	58	64	614	0	0	0	0	15	140
2020-06-01	Midlands	E40000008	94	107	1273	0	0	0	0	23	342
2020-06-01	North East and Yorkshire	E40000009	71	65	916	0	0	0	0	28	261
2020-06-01	North West	E40000010	149	89	1309	0	0	0	0	23	259
2020-06-01	England	E92000001	522	584	5954	23240	0	30357	0	122	1313
2020-06-01	Northern Ireland	N92000002	3	4	126	831	0	0	0	1	24
2020-06-01	Scotland	S92000003	7	27	735	3435	971	0	0	3	38
2020-06-01	Wales	W92000004	73	37	431	2492	0	0	0	9	64
2020-06-02	London	E40000003	51	159	855	0	0	0	0	7	49
2020-06-02	South East	E40000005	83	59	701	0	0	0	0	26	219
2020-06-02	South West	E40000006	42	24	260	0	0	0	0	4	52
2020-06-02	East of England	E40000007	60	61	574	0	0	0	0	20	130
2020-06-02	Midlands	E40000008	126	99	1234	0	0	0	0	32	343
2020-06-02	North East and Yorkshire	E40000009	70	68	902	0	0	0	0	37	255
2020-06-02	North West	E40000010	121	83	1301	0	0	0	0	26	285
2020-06-02	England	E92000001	553	553	5827	30828	0	36013	0	156	1349
2020-06-02	Northern Ireland	N92000002	4	5	118	1294	0	0	0	2	21
2020-06-02	Scotland	S92000003	5	34	712	3641	1150	0	0	6	45
2020-06-02	Wales	W92000004	106	44	427	2400	0	0	0	5	73
2020-06-03	London	E40000003	68	148	813	0	0	0	0	6	80
2020-06-03	South East	E40000005	57	52	689	0	0	0	0	22	135
2020-06-03	South West	E40000006	33	22	259	0	0	0	0	8	68
2020-06-03	East of England	E40000007	46	60	547	0	0	0	0	14	123
2020-06-03	Midlands	E40000008	112	92	1153	0	0	0	0	30	297
2020-06-03	North East and Yorkshire	E40000009	53	64	863	0	0	0	0	28	257
2020-06-03	North West	E40000010	122	85	1276	0	0	0	0	29	254
2020-06-03	England	E92000001	491	523	5600	31443	0	40385	0	138	1239
2020-06-03	Northern Ireland	N92000002	3	3	107	1856	0	0	0	2	11
2020-06-03	Scotland	S92000003	9	34	706	3834	1368	0	0	8	35
2020-06-03	Wales	W92000004	131	42	399	2602	0	0	0	7	75
2020-06-04	London	E40000003	58	139	795	0	0	0	0	6	57
2020-06-04	South East	E40000005	56	48	671	0	0	0	0	18	160
2020-06-04	South West	E40000006	16	19	247	0	0	0	0	6	65
2020-06-04	East of England	E40000007	58	54	503	0	0	0	0	15	93
2020-06-04	Midlands	E40000008	94	93	1154	0	0	0	0	23	279
2020-06-04	North East and Yorkshire	E40000009	52	64	811	0	0	0	0	23	238
2020-06-04	North West	E40000010	124	77	1217	0	0	0	0	30	241
2020-06-04	England	E92000001	458	494	5398	30907	0	42899	0	121	1147
2020-06-04	Northern Ireland	N92000002	3	7	95	1500	0	0	0	0	11
2020-06-04	Scotland	S92000003	7	28	685	4180	1346	0	0	2	35
2020-06-04	Wales	W92000004	97	42	395	3006	0	0	0	12	60
2020-06-05	London	E40000003	50	137	783	0	0	0	0	2	45
2020-06-05	South East	E40000005	42	46	648	0	0	0	0	15	141
2020-06-05	South West	E40000006	30	16	240	0	0	0	0	3	52
2020-06-05	East of England	E40000007	44	49	490	0	0	0	0	16	111
2020-06-05	Midlands	E40000008	70	91	1107	0	0	0	0	24	255
2020-06-05	North East and Yorkshire	E40000009	69	65	751	0	0	0	0	23	197
2020-06-05	North West	E40000010	75	77	1194	0	0	0	0	25	206
2020-06-05	England	E92000001	380	481	5213	29469	0	41619	0	109	1022
2020-06-05	Northern Ireland	N92000002	3	6	91	1536	0	0	0	1	24
2020-06-05	Scotland	S92000003	10	23	676	3552	1422	0	0	9	24
2020-06-05	Wales	W92000004	82	44	392	3136	0	0	0	4	55
2020-06-06	London	E40000003	46	140	707	0	0	0	0	3	46
2020-06-06	South East	E40000005	49	45	634	0	0	0	0	11	86
2020-06-06	South West	E40000006	28	15	235	0	0	0	0	3	24
2020-06-06	East of England	E40000007	30	46	503	0	0	0	0	9	93
2020-06-06	Midlands	E40000008	51	80	1071	0	0	0	0	23	183
2020-06-06	North East and Yorkshire	E40000009	46	68	734	0	0	0	0	20	149
2020-06-06	North West	E40000010	56	79	1120	0	0	0	0	30	134
2020-06-06	England	E92000001	306	473	5004	27694	0	22720	0	99	726
2020-06-06	Northern Ireland	N92000002	3	6	88	1165	0	0	0	0	8
2020-06-06	Scotland	S92000003	5	20	646	2908	1036	0	0	3	22
2020-06-06	Wales	W92000004	92	41	404	3869	0	0	0	9	53
2020-06-07	London	E40000003	56	134	691	0	0	0	0	5	45
2020-06-07	South East	E40000005	43	42	604	0	0	0	0	15	61
2020-06-07	South West	E40000006	22	13	210	0	0	0	0	11	19
2020-06-07	East of England	E40000007	32	40	453	0	0	0	0	11	46
2020-06-07	Midlands	E40000008	65	77	1054	0	0	0	0	22	191
2020-06-07	North East and Yorkshire	E40000009	39	64	732	0	0	0	0	21	166
2020-06-07	North West	E40000010	66	78	1076	0	0	0	0	26	128
